symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
CISD1	8.519713207	8.338774983	8.755491291	8.164538672	8.05519669	7.949217546	8.473132767	8.510431969	8.506438435	8.211589813	8.619895964	7.850860044	8.257400954	8.286108424	7.518348955	9.01543107	8.021485461	8.482340016	7.736468897	8.524516121	8.924376523	7.495168893	7.009448087	7.625153277
CISH	8.177957794	8.000054999	8.878776316	8.538276353	8.429690324	8.720170973	8.569224431	8.236013808	9.199444352	8.213281546	8.305894801	8.441515405	8.192000666	8.274982299	8.225827674	6.971583347	7.970214832	10.03148169	7.620219217	8.058648941	8.595371068	8.049545267	7.095258612	7.492008844
CITED1	6.006377886	6.022497183	6.121517077	6.095263609	5.998174856	6.160288251	6.200854833	6.060363882	5.935453923	6.0382063	6.050707974	6.03661817	6.101069132	6.065457393	5.940746329	5.579117379	6.298790949	5.789195141	6.067304028	6.048389305	6.194872201	6.45069755	5.190693888	5.457192399
CITED2	7.502009617	7.44902507	7.014242418	7.203592542	7.572183498	7.233180257	7.28800941	7.26126533	6.847845363	7.348110481	6.333598171	7.498756258	7.156050592	7.489499724	8.25624573	6.915123814	6.009426278	6.533090747	8.402360956	7.993247749	7.768739219	6.465002376	6.307159238	6.581318096
CIT	6.508574191	6.340712106	6.680452198	6.135382143	6.222704268	6.627103301	6.855775491	6.493823482	6.612195416	6.302615092	6.863133438	6.185514186	6.319575892	6.455366819	6.383008154	6.554791059	7.17227532	6.319044663	6.126630681	6.216471653	6.033300208	6.937243215	5.464249756	5.94530989
MIR1178	6.508574191	6.340712106	6.680452198	6.135382143	6.222704268	6.627103301	6.855775491	6.493823482	6.612195416	6.302615092	6.863133438	6.185514186	6.319575892	6.455366819	6.383008154	6.554791059	7.17227532	6.319044663	6.126630681	6.216471653	6.033300208	6.937243215	5.464249756	5.94530989
CIZ1	7.267022896	7.249417297	7.28841449	7.284132864	6.945643774	7.573589308	7.134860215	7.290907034	7.389995037	7.261462896	7.178032039	7.020441726	7.29092575	7.15166772	7.00137692	7.173020098	6.629085375	7.59500723	7.374620537	7.534095512	7.444766889	6.287495208	6.229806843	6.558644804
CKAP2	5.510050881	5.620555364	5.589597281	5.804986381	5.520858489	5.903311769	5.869300991	5.8634508	5.720819092	5.765929301	6.295795288	5.710316568	5.945368837	5.737771677	5.873646372	5.693193038	5.486349389	5.610190665	6.038730686	5.610926797	6.060603489	5.962419956	4.913747876	5.288280707
IGLC1	5.767008002	5.923338965	5.694417828	6.057340978	6.219486921	6.289819223	6.112638015	6.01811657	5.835664127	6.06264484	6.207866605	5.826663334	6.146891837	5.982145196	5.942375251	5.879525951	6.990977181	5.595494869	5.899097253	5.757629062	5.800806535	6.021887809	5.140611935	5.433805964
IGLJ2	6.245124969	6.404683651	6.215092241	6.477574	7.000405376	7.034343926	6.956349352	6.613504847	6.680494051	6.553977879	6.453892375	6.480188266	6.652590821	6.667354291	7.776502335	6.133945728	8.678619395	6.043567803	6.208826856	6.281033533	6.295402798	6.516501993	5.619084482	6.052266393
IGLJ3	6.156712168	6.367070383	6.175268382	6.509441319	6.929136036	6.943809345	6.890746044	6.549919002	6.617223298	6.496407466	6.410544287	6.360651727	6.73870157	6.603410189	7.699225807	6.076702766	5.328473353	6.551736965	6.777997858	6.724222556	6.849603569	7.210431473	5.575500877	6.002096243
IGLV1-44	5.769462895	5.935754517	5.979822477	5.969540404	5.953729074	5.771393049	5.984402823	5.903027916	5.623210262	5.863182615	6.447953797	5.941189858	5.937346875	5.820662203	6.66398921	6.029804419	4.311545938	6.407944134	6.47037011	6.215828195	6.459720381	7.238915862	5.002596818	5.455946233
IGLV2-14	6.358027396	6.601635475	6.333514858	6.737833366	7.291054933	6.832098788	6.913382389	6.774506428	6.460138526	6.618674744	6.472576407	6.518618223	6.947438184	6.828990039	7.760259036	6.44942596	8.798344946	6.214196928	6.338080534	6.382378959	6.424342568	6.692064832	5.664097849	6.145242025
IGLV@	6.358027396	6.601635475	6.333514858	6.737833366	7.291054933	6.832098788	6.913382389	6.774506428	6.460138526	6.618674744	6.472576407	6.518618223	6.947438184	6.828990039	7.760259036	6.44942596	8.798344946	6.214196928	6.338080534	6.382378959	6.424342568	6.692064832	5.664097849	6.145242025
IGLV1-40	5.638126336	5.532352177	5.543243879	5.765944271	5.706777942	5.573678432	5.844388051	5.612503	5.602023749	5.750384164	5.694151096	5.69610731	5.927075728	5.653523616	5.701437842	5.768376824	6.74106263	5.45556477	5.452939534	5.415048665	5.547146658	6.223548754	4.848060436	5.191232653
IGLV1-50	5.638126336	5.532352177	5.543243879	5.765944271	5.706777942	5.573678432	5.844388051	5.612503	5.602023749	5.750384164	5.694151096	5.69610731	5.927075728	5.653523616	5.701437842	5.768376824	6.74106263	5.45556477	5.452939534	5.415048665	5.547146658	6.223548754	4.848060436	5.191232653
IGLV3-19	5.840363101	5.777533272	5.656286878	5.875253053	5.98974224	6.08288	6.065277313	5.9668886	5.85365912	5.963221463	6.160844329	5.922514652	6.181358059	6.010338722	6.115922464	5.915414462	6.703936349	5.698847895	5.742808926	5.703342409	5.734035323	6.204048139	5.091437241	5.453611209
CKAP4	7.750558582	6.851639367	6.493184492	7.529397202	7.212913309	7.384245045	6.629210913	6.994424421	6.9518155	7.353955803	6.236344829	8.176411138	7.202352616	7.216670389	7.002117602	7.986908126	6.66707769	6.04996589	8.566479294	8.316685928	7.337705042	8.289962808	6.407386221	6.474886961
CKAP5	8.118046704	8.051043343	8.346981774	7.613720712	7.534343081	8.009126457	8.149554297	8.202864168	8.263166067	7.942319955	8.445566671	7.535702812	8.064810627	8.085773136	7.86015626	8.074849532	7.48142056	8.309655165	7.695114442	8.492218452	8.233857933	6.720265364	6.807233026	7.336650577
CKB	6.481331846	6.687087736	6.419980832	6.401247698	6.236692791	6.359290831	6.640311675	6.295812223	6.465158163	6.440134385	6.335859126	6.254546131	6.463855719	6.34593173	6.447915351	6.507477694	6.641952623	6.041441134	6.370071865	6.371286324	7.011041478	6.68183823	5.576869246	5.852439897
CKLF	9.517550319	9.482190724	9.380685368	8.587897803	8.565219171	9.539737927	10.03831058	9.482017213	9.590613977	9.229795275	9.467418087	8.350560057	9.49262799	9.289524591	9.82998618	9.441460997	7.843396051	9.67254462	9.510941828	9.504865728	8.931649554	10.72396572	7.887102001	8.635287958
CKLF-CMTM1	9.471593896	9.371328593	9.178411082	8.694883916	8.691871469	9.668691632	9.933101869	9.41505579	9.544065471	9.105075638	9.235569103	8.588544239	9.49724901	9.206476829	9.529783519	9.335214023	7.821866812	9.614947818	9.512384457	9.532462854	8.795923127	10.68005341	7.886260064	8.560438229
CKM	4.870818682	4.953444445	4.908446144	4.868549831	4.893110795	4.764187622	5.084663691	4.988800257	4.948460292	4.947939016	4.845722569	4.930436238	4.885509625	4.946212028	4.708995758	4.689396578	5.041075309	4.66508673	4.941390376	4.952588723	5.009922772	5.248935221	4.211351648	4.448201755
CKMT1A	5.536807043	5.548370665	5.67247803	5.594294095	5.596704611	5.640263907	5.753579916	5.698157204	5.398438595	5.572635872	5.78309294	5.549385547	5.687875701	5.681290349	5.563108889	5.327072716	6.205468105	5.392400826	5.462050456	5.486682307	5.551809955	5.997943824	4.784835161	5.089390895
CKMT1B	5.536807043	5.548370665	5.67247803	5.594294095	5.596704611	5.640263907	5.753579916	5.698157204	5.398438595	5.572635872	5.78309294	5.549385547	5.687875701	5.681290349	5.563108889	5.327072716	6.205468105	5.392400826	5.462050456	5.486682307	5.551809955	5.997943824	4.784835161	5.089390895
CKMT2	4.941791988	4.836711066	5.067172229	5.069466473	5.010168885	4.793877254	4.935951748	5.043194485	5.063923054	4.950832728	4.940452048	5.152595603	4.897330412	5.043194485	4.745511007	4.9985002	4.762120912	4.972687849	5.161670935	5.083174312	5.221243331	4.761831259	4.221009258	4.512513312
CKS1B	8.224151612	8.086377635	8.713753794	7.868197563	7.686295818	8.353889282	8.373210309	8.292642796	8.67445222	8.118098756	8.738743591	7.564004897	7.983405065	8.069298423	7.883610165	8.02445506	7.907483242	9.3542507	6.976411276	8.60430195	7.734292278	6.909342526	6.830827903	7.51956687
CKS2	9.127508064	8.713220815	9.052095175	7.161381507	7.274439298	7.735922716	9.536139596	8.608856064	8.706019663	8.126362877	9.656450075	6.733299083	7.757362886	8.034197267	8.074123788	8.924339231	7.353691931	10.61252569	6.888823446	8.364146664	8.385570999	6.485232804	6.844611683	7.891164019
CLASP1	7.698372919	7.765937705	7.7026385	7.604207634	7.405217079	7.684316579	7.666651425	7.746561963	7.600811293	7.638615812	7.698281544	7.412375267	7.686429509	7.696279547	7.334460875	8.173433126	7.729951597	8.274652344	7.344535733	7.275270324	7.43592489	7.182163172	6.570728818	7.00257673
CLASP2	6.978339706	6.962479314	7.004703079	7.054721392	6.978062268	6.970585243	6.65608488	6.789074826	6.942562633	6.939567591	7.308438699	6.98522463	6.802502633	6.861430358	7.44994856	6.895542953	6.979290589	7.054415374	6.78277311	6.975141796	7.23282459	6.028782373	5.990277001	6.329041265
CLASRP	8.821378371	8.907334731	8.720136057	8.927965415	8.768614526	8.84598559	8.689251789	8.733937326	8.79291902	8.929714942	8.848962363	8.92298137	8.82520755	8.810370253	8.884134229	9.186223039	9.465514326	8.792623792	9.005972615	8.424999197	8.531538478	8.549789909	7.616519058	8.044927319
CLC	5.587817079	5.218985698	4.850971999	5.092822155	5.305785786	5.649073943	5.3631607	5.37142018	5.067438996	5.296213429	6.567011901	5.321053658	5.424171141	5.336329409	5.613571556	4.931721547	5.511801742	5.826557514	4.885730918	4.798580401	4.890749095	8.991211497	4.666320688	4.957700027
CLCA1	5.200781791	5.230011226	5.303240622	5.301662772	5.24987198	5.223762679	5.186134362	5.273738651	5.116588539	5.241670325	5.378498094	5.310230782	5.182109589	5.33696613	5.353718259	5.185742846	5.221069767	4.962834183	5.151967844	5.359734437	5.488634398	5.518515236	4.495382413	4.773515786
CLCA2	4.133108319	4.120099254	4.134861612	4.11797156	4.1577592	3.996353074	4.241890208	4.126158965	4.189655198	4.164953579	4.133409616	4.089155848	4.181215442	4.177932733	4.033222887	4.130411555	4.38897494	4.119562628	4.127188056	4.07350056	4.046090369	4.381020295	3.53384272	3.766535965
CLCA3P	3.483985501	3.471631534	3.479594591	3.520393965	3.443570935	3.404636951	3.449670527	3.494660918	3.446512401	3.498450932	3.471837457	3.461434392	3.497712893	3.485081365	3.377693842	3.55653276	3.568649321	3.543630397	3.446684198	3.502331935	3.405208808	3.494094929	2.980206971	3.156020258
CLCA4	4.03259239	4.127670249	4.073307467	4.097244218	4.131782237	4.037078372	4.059961376	4.058180917	4.135036996	4.095677845	4.079938701	4.090181373	4.079619749	4.142038777	4.67830808	4.033639514	4.513770676	3.888783173	4.131685607	4.113178368	3.966885311	4.20935366	3.504382406	3.76624218
CLCC1	6.066879108	6.164512742	6.125887425	6.094451304	5.906218832	5.979161809	6.036820046	6.177322756	6.390770889	6.051882838	6.307445741	6.193261788	6.226717662	6.108764166	6.055065427	6.424773886	5.610128421	6.196297056	6.084915013	6.492861369	6.57191038	5.519256129	5.218217428	5.641096383
CLCF1	7.221905023	7.476658165	7.409578372	7.078487462	7.602612739	7.776231659	7.490855736	7.116319912	7.152576587	7.182659717	7.195208743	7.026128571	7.447580502	7.330662541	7.412422812	7.037965733	7.606137369	7.202131892	7.11559827	7.091786876	7.228518562	7.441803557	6.291508888	6.625228396
CLCN1	5.49855441	5.37948135	5.45279727	5.440540379	5.500695113	5.692093448	5.653152961	5.522921337	5.367416936	5.566042245	5.453106765	5.394215429	5.544987611	5.529973553	5.647676533	5.350431998	5.636270551	5.328581583	5.483221788	5.46462164	5.55018923	5.82019833	4.717063782	4.99194491
CLCN2	5.447628935	5.491911425	5.652019221	5.43651614	5.418099305	5.364439464	5.674800603	5.489747582	5.544377558	5.435248033	5.611694708	5.453906346	5.504412741	5.512311529	5.549716152	5.523546775	5.145243711	5.312275649	5.64978135	5.619379564	5.691038464	5.894841681	4.678987768	5.020962758
CLCN3	6.80544624	6.669165979	6.722558714	6.940201096	6.164653983	6.548362511	7.128524092	6.933842812	7.150917113	6.72639486	6.832347643	7.044435632	6.648258593	6.601079078	6.324362968	7.321698958	6.068825144	7.070811189	6.879362918	7.503540432	7.199102299	5.702505508	5.747017579	6.254812691
CLCN4	4.53291016	4.56186227	4.527086903	4.652985573	4.659653357	4.76619954	4.710176927	4.560087231	4.821142732	4.667771856	4.535429549	4.563162169	4.714214515	4.584198691	4.508201591	5.220415309	5.033908605	4.349458287	4.39906058	4.788800196	4.454841323	4.927024003	3.967189848	4.264961929
CLCN5	4.300517225	4.438598965	4.515826077	4.47666424	4.389306094	4.288743355	4.46781827	4.383598629	4.338518236	4.388070315	4.304066583	4.349263516	4.461171386	4.404518081	4.619088632	4.792586004	4.266071895	4.342606226	4.566318354	4.772456075	4.393705826	4.265239965	3.75487379	4.04679681
CLCN6	6.9437089	7.22046296	6.923190657	7.235974318	7.004582322	7.190226651	6.836964812	6.924037606	7.007716786	7.028430224	6.788232312	7.193227869	7.019910504	7.028368659	6.891178278	7.137177957	7.671844468	6.476261506	7.389243543	6.994108608	6.925783182	6.68501945	6.07695353	6.358125721
CLCN7	7.466581226	7.422385761	7.550124246	7.644824132	7.71935406	7.325304997	7.780950618	7.579500971	7.699091863	7.591643129	7.463918803	7.622558075	7.681250047	7.563456813	7.947963044	7.482413264	6.51791238	7.699240667	7.991501796	8.107126132	8.170831715	7.842643271	6.420627555	6.932167785
CLCNKA	5.24490247	5.272267787	5.388947328	5.286611394	5.303844452	5.203156394	5.221571942	5.264630339	5.232858591	5.30579762	5.151640463	5.405454317	5.315575086	5.251813632	5.719186637	5.093405364	5.34649814	5.088714637	5.416839402	5.3151926	5.388861486	5.598115706	4.532530117	4.789693112
CLCNKB	5.575764507	5.629255091	5.730924889	5.655616409	5.667479676	5.595707119	5.573319766	5.618736405	5.610806495	5.624650058	5.570558341	5.707795702	5.753430921	5.596184234	5.855648028	5.588868792	5.714609429	5.399197015	5.717727524	5.656911754	5.692393756	6.022101522	4.83887826	5.122885552
CLDN1	4.647386618	4.605184006	4.736537063	4.588637401	4.636878113	4.511577157	4.884240092	4.706014721	4.842154142	4.689047966	4.791299271	4.649447567	4.558290745	4.664074475	4.169081127	5.374022619	4.579327296	4.623317741	4.57127918	4.574365368	4.988208778	4.654628494	3.952889724	4.292721998
CLDN10	5.342609566	5.347521136	5.418745008	5.332992669	5.255885437	5.267883521	5.266737311	5.243965029	5.267552416	5.385222975	5.150558093	5.253019314	5.352913735	5.388682654	5.530170126	5.270776834	5.942887645	5.043631151	5.161452175	5.202500204	5.23092305	5.831977922	4.55781136	4.84332939
CLDN11	4.979794185	4.92557569	5.109723118	5.042305326	5.005343433	4.670270862	4.937542854	4.96252159	5.013180897	5.010976906	5.100167458	4.982588026	5.014353531	5.011452865	4.69106866	5.432312646	5.349880095	4.828221036	4.948209412	5.001122838	4.995826751	5.44438119	4.216768131	4.557447558
CLDN14	5.024474469	4.931772329	5.049835389	4.961518386	4.890207804	4.995344773	4.815261824	5.003771945	5.037683985	4.99305103	4.968020328	4.98877269	5.062083777	5.003771945	5.150326262	4.774193326	4.90158742	4.996426239	5.024638618	4.956420131	5.000030259	5.239097436	4.284362589	4.516842375
CLDN15	7.274131404	7.292888153	7.338356062	7.543748606	7.337529697	7.528862787	7.362275486	7.238541665	7.210538889	7.28874773	7.255558847	7.50217859	7.395169571	7.441410481	7.073739485	7.275500139	7.426821618	7.080092598	7.376537291	7.418404288	7.412151227	7.507539656	6.324930568	6.629629969
CLDN16	5.701246354	5.690373458	5.799822648	5.756996124	5.777923055	5.595874578	5.966873724	5.818508207	5.663372961	5.756602319	5.697049833	5.773868804	5.772202206	5.766995439	5.390072874	6.22005649	5.700067875	5.680521633	5.726877328	5.666534351	5.645048621	6.030833661	4.912158176	5.251930968
CLDN17	6.778241694	6.693609567	6.929810957	6.682514108	6.738992195	6.708733361	7.000377282	6.833719428	6.682213482	6.756958416	6.724062712	6.905725602	6.732396145	6.839269055	6.441950912	6.491813721	7.368269856	6.584641161	6.654365104	6.618415148	6.662665617	7.266613852	5.794744279	6.102808344
CLDN18	4.949853772	4.976830097	5.054056004	5.009844182	4.977567627	4.973553135	4.928420417	4.987862298	4.981087252	4.971704883	4.964626356	4.940254005	4.977047414	5.016838975	4.935394102	5.102150816	4.956393306	4.79299397	5.142142358	4.993982469	5.056594978	5.296780934	4.260139122	4.53246994
CLDN22	4.639563677	4.684851634	4.628200945	4.972591577	4.944564992	4.552982192	4.424571103	4.687076223	4.636665172	4.722485297	4.496604509	4.991251815	4.833345972	4.790889531	4.685294134	4.472831259	4.397220334	4.895806618	4.921145726	4.885898322	4.952779602	4.446415538	4.068797614	4.241261914
WWC2	4.639563677	4.684851634	4.628200945	4.972591577	4.944564992	4.552982192	4.424571103	4.687076223	4.636665172	4.722485297	4.496604509	4.991251815	4.833345972	4.790889531	4.685294134	4.472831259	4.397220334	4.895806618	4.921145726	4.885898322	4.952779602	4.446415538	4.068797614	4.241261914
CLDN3	5.293427758	5.274086342	5.413700883	5.303288363	5.372612522	5.394519401	5.374568669	5.367554935	5.301248656	5.31610365	5.451245794	5.401088575	5.362556372	5.380465435	5.479265877	5.122809957	5.270454989	5.363849722	5.360270841	5.256821648	5.413900219	5.613815563	4.580362726	4.852161377
CLDN4	5.706636297	5.713359873	5.76301796	5.719058582	5.763476259	5.846409889	5.79024087	5.740645682	5.737143904	5.743430252	5.801772402	5.789879644	5.773590799	5.70221087	5.846392097	5.684603147	5.555884709	5.713714943	5.893897041	5.663509814	5.930920783	6.03626279	4.937154463	5.225094638
